PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"8848889","Phenylephrine in treating maternal hypotension due to spinal anaesthesia for caesarean delivery: effects on neonatal catecholamine concentrations, acid base status and Apgar scores","LaPorta RF, Arthur GR, Datta S.","Acta Anaesthesiol Scand. 1995 Oct;39(7):901-5. doi: 10.1111/j.1399-6576.1995.tb04195.x.","LaPorta RF","Acta Anaesthesiol Scand","1995","1995/10/01","","","10.1111/j.1399-6576.1995.tb04195.x"
"1883670","Comparison between prostaglandin E1 and epoprostenol (prostacyclin) in infants after heart surgery","Kermode J, Butt W, Shann F.","Br Heart J. 1991 Aug;66(2):175-8. doi: 10.1136/hrt.66.2.175.","Kermode J","Br Heart J","1991","1991/08/01","PMC1024613","","10.1136/hrt.66.2.175"
"19454876","Safety of morphine in nonintubated infants in the neonatal intensive care unit","Taddio A, Crosdale B, Hogan ME, El Sayed MF, Lee KS, Moore AM, Shah V.","Clin J Pain. 2009 Jun;25(5):418-22. doi: 10.1097/AJP.0b013e31819b7a3b.","Taddio A","Clin J Pain","2009","2009/05/21","","","10.1097/AJP.0b013e31819b7a3b"
"445765","Effects of nitroprusside and dopamine on pulmonary arterial vasculature in children after cardiac surgery","Stephenson LW, Edmunds LH Jr, Raphaely R, Morrison DF, Hoffman WS, Rubis LJ.","Circulation. 1979 Aug;60(2 Pt 2):104-10. doi: 10.1161/01.cir.60.2.104.","Stephenson LW","Circulation","1979","1979/08/01","","","10.1161/01.cir.60.2.104"
"21152900","Clinical effects of adding fludrocortisone to a hydrocortisone-based shock protocol in hypotensive critically ill children","Hebbar KB, Stockwell JA, Fortenberry JD.","Intensive Care Med. 2011 Mar;37(3):518-24. doi: 10.1007/s00134-010-2090-3. Epub 2010 Dec 9.","Hebbar KB","Intensive Care Med","2011","2010/12/15","","","10.1007/s00134-010-2090-3"
"2040932","Effects of hydralazine on cardiac performance in infants receiving extracorporeal membrane oxygenation","Martin GR, Chauvin L, Short BL.","J Pediatr. 1991 Jun;118(6):944-8. doi: 10.1016/s0022-3476(05)82216-4.","Martin GR","J Pediatr","1991","1991/06/01","","","10.1016/s0022-3476(05)82216-4"
"14987339","Terlipressin as rescue therapy for intractable hypotension during neonatal septic shock","Matok I, Leibovitch L, Vardi A, Adam M, Rubinshtein M, Barzilay Z, Paret G.","Pediatr Crit Care Med. 2004 Mar;5(2):116-8. doi: 10.1097/01.pcc.0000112521.93714.b8.","Matok I","Pediatr Crit Care Med","2004","2004/02/28","","","10.1097/01.pcc.0000112521.93714.b8"
"17375351","Glucocorticoid therapy for hypotension in the cardiac intensive care unit","Millar KJ, Thiagarajan RR, Laussen PC.","Pediatr Cardiol. 2007 May-Jun;28(3):176-82. doi: 10.1007/s00246-006-0053-9. Epub 2007 Mar 20.","Millar KJ","Pediatr Cardiol","2007","2007/03/22","","","10.1007/s00246-006-0053-9"
"12086545","Safety of benzodiazepines in newborns","Ng E, Klinger G, Shah V, Taddio A.","Ann Pharmacother. 2002 Jul-Aug;36(7-8):1150-5. doi: 10.1345/aph.1A328.","Ng E","Ann Pharmacother","2002","2002/06/28","","","10.1345/aph.1A328"
"21922300","Intravenous arginine vasopressin infusion in refractory vasodilatory shock: a clinical study","Agrawal A, Singh VK, Varma A, Sharma R.","Indian J Pediatr. 2012 Apr;79(4):488-93. doi: 10.1007/s12098-011-0557-z. Epub 2011 Sep 16.","Agrawal A","Indian J Pediatr","2012","2011/09/17","","","10.1007/s12098-011-0557-z"
"16625228","Management of hypotension and low systemic blood flow in the very low birth weight neonate during the first postnatal week","Seri I.","J Perinatol. 2006 May;26 Suppl 1:S8-13; discussion S22-3. doi: 10.1038/sj.jp.7211464.","Seri I","J Perinatol","2006","2006/04/21","","","10.1038/sj.jp.7211464"
"1888047","Fetal heart rate after epidural lidocaine and bupivacaine for elective cesarean section","Loftus JR, Holbrook RH, Cohen SE.","Anesthesiology. 1991 Sep;75(3):406-12. doi: 10.1097/00000542-199109000-00005.","Loftus JR","Anesthesiology","1991","1991/09/01","","","10.1097/00000542-199109000-00005"
"20670235","An institutional experience with epidural analgesia in children and young adults undergoing cardiac surgery","Thammasitboon S, Rosen DA, Lutfi R, Ely BA, Weber MA, Hilvers PN, Gustafson RA.","Paediatr Anaesth. 2010 Aug;20(8):720-6. doi: 10.1111/j.1460-9592.2010.03339.x.","Thammasitboon S","Paediatr Anaesth","2010","2010/07/31","","","10.1111/j.1460-9592.2010.03339.x"
"10796258","Dopamine versus dobutamine for hypotensive preterm infants","Subhedar NV, Shaw NJ.","Cochrane Database Syst Rev. 2000;(2):CD001242. doi: 10.1002/14651858.CD001242.","Subhedar NV","Cochrane Database Syst Rev","2000","2000/05/05","","","10.1002/14651858.CD001242"
"31477187","Comparison of echocardiographic measurements to invasive measurements of diastolic function in infants with single ventricle physiology: a report from the Pediatric Heart Network Infant Single Ventricle Trial","Goudar SP, Zak V, Atz AM, Altmann K, Colan SD, Falkensammer CB, Friedberg MK, Frommelt M, Hill KD, Hsu DT, Levine JC, Margossian R, Mart CR, Sticka J, Shrader P, Shirali G; Pediatric Heart Network Investigators.","Cardiol Young. 2019 Oct;29(10):1248-1256. doi: 10.1017/S1047951119001859.","Goudar SP","Cardiol Young","2019","2019/09/04","PMC6746584","NIHMS1049614","10.1017/S1047951119001859"
"19641050","A randomized trial comparing colloid preload to coload during spinal anesthesia for elective cesarean delivery","Siddik-Sayyid SM, Nasr VG, Taha SK, Zbeide RA, Shehade JM, Al Alami AA, Mokadem FH, Abdallah FW, Baraka AS, Aouad MT.","Anesth Analg. 2009 Oct;109(4):1219-24. doi: 10.1213/ane.0b013e3181b2bd6b. Epub 2009 Jul 29.","Siddik-Sayyid SM","Anesth Analg","2009","2009/07/31","","","10.1213/ane.0b013e3181b2bd6b"
"27490706","Dosing of Milrinone in Preterm Neonates to Prevent Postligation Cardiac Syndrome: Simulation Study Suggests Need for Bolus Infusion","Hallik M, Tasa T, Starkopf J, Metsvaht T.","Neonatology. 2017;111(1):8-11. doi: 10.1159/000447049. Epub 2016 Aug 5.","Hallik M","Neonatology","2017","2016/08/05","","","10.1159/000447049"
"19665364","Maternal and neonatal effects of bolus administration of ephedrine and phenylephrine during spinal anaesthesia for caesarean delivery: a randomised study","Prakash S, Pramanik V, Chellani H, Salhan S, Gogia AR.","Int J Obstet Anesth. 2010 Jan;19(1):24-30. doi: 10.1016/j.ijoa.2009.02.007. Epub 2009 Aug 7.","Prakash S","Int J Obstet Anesth","2010","2009/08/12","","","10.1016/j.ijoa.2009.02.007"
"16116005","Spinal versus epidural anesthesia for cesarean delivery in severe preeclampsia: a prospective randomized, multicenter study","Visalyaputra S, Rodanant O, Somboonviboon W, Tantivitayatan K, Thienthong S, Saengchote W.","Anesth Analg. 2005 Sep;101(3):862-8, table of contents. doi: 10.1213/01.ANE.0000160535.95678.34.","Visalyaputra S","Anesth Analg","2005","2005/08/24","","","10.1213/01.ANE.0000160535.95678.34"
"21273985","A meta-analysis of dopamine use in hypotensive preterm infants: blood pressure and cerebral hemodynamics","Sassano-Higgins S, Friedlich P, Seri I.","J Perinatol. 2011 Oct;31(10):647-55. doi: 10.1038/jp.2011.2. Epub 2011 Jan 27.","Sassano-Higgins S","J Perinatol","2011","2011/01/29","","","10.1038/jp.2011.2"
"16717120","Dopamine versus epinephrine for cardiovascular support in low birth weight infants: analysis of systemic effects and neonatal clinical outcomes","Valverde E, Pellicer A, Madero R, Elorza D, Quero J, Cabañas F.","Pediatrics. 2006 Jun;117(6):e1213-22. doi: 10.1542/peds.2005-2108. Epub 2006 May 22.","Valverde E","Pediatrics","2006","2006/05/24","","","10.1542/peds.2005-2108"
"16508259","Dopamine infusion and anterior pituitary gland function in very low birth weight infants","Filippi L, Pezzati M, Cecchi A, Serafini L, Poggi C, Dani C, Tronchin M, Seminara S.","Biol Neonate. 2006;89(4):274-80. doi: 10.1159/000091741. Epub 2006 Feb 23.","Filippi L","Biol Neonate","2006","2006/03/02","","","10.1159/000091741"
"11687136","Early volume expansion for prevention of morbidity and mortality in very preterm infants","Osborn DA, Evans N.","Cochrane Database Syst Rev. 2001;(4):CD002055. doi: 10.1002/14651858.CD002055.","Osborn DA","Cochrane Database Syst Rev","2001","2001/11/01","","","10.1002/14651858.CD002055"
"11406027","Early volume expansion for prevention of morbidity and mortality in very preterm infants","Osborn DA, Evans N.","Cochrane Database Syst Rev. 2001;(2):CD002055. doi: 10.1002/14651858.CD002055.","Osborn DA","Cochrane Database Syst Rev","2001","2001/06/19","","","10.1002/14651858.CD002055"
"19132338","Pilot safety study of low-dose vasopressin in non-septic critically ill children","Baldasso E, Garcia PC, Piva JP, Branco RG, Tasker RC.","Intensive Care Med. 2009 Feb;35(2):355-9. doi: 10.1007/s00134-008-1392-1. Epub 2009 Jan 9.","Baldasso E","Intensive Care Med","2009","2009/01/10","","","10.1007/s00134-008-1392-1"
"17069956","A prospective study of outcome of in-patient paediatric cardiopulmonary arrest","Tibballs J, Kinney S.","Resuscitation. 2006 Dec;71(3):310-8. doi: 10.1016/j.resuscitation.2006.05.009. Epub 2006 Oct 27.","Tibballs J","Resuscitation","2006","2006/10/31","","","10.1016/j.resuscitation.2006.05.009"
"20841511","Continuous terlipressin infusion as rescue treatment in a case series of children with refractory septic shock","Rodríguez-Núñez A, Oulego-Erroz I, Gil-Antón J, Pérez-Caballero C, López-Herce J, Gaboli M, Milano G; RETSPED-II Working Group of the Spanish Society of Pediatric Intensive Care.","Ann Pharmacother. 2010 Oct;44(10):1545-53. doi: 10.1345/aph.1P254. Epub 2010 Sep 14.","Rodríguez-Núñez A","Ann Pharmacother","2010","2010/09/16","","","10.1345/aph.1P254"
"11023168","Assessment of therapy for arterial hypotension in critically ill preterm infants","Ruelas-Orozco G, Vargas-Origel A.","Am J Perinatol. 2000;17(2):95-9. doi: 10.1055/s-2000-9265.","Ruelas-Orozco G","Am J Perinatol","2000","2000/10/07","","","10.1055/s-2000-9265"
"9175947","Randomised trial of dopamine compared with hydrocortisone for the treatment of hypotensive very low birthweight infants","Bourchier D, Weston PJ.","Arch Dis Child Fetal Neonatal Ed. 1997 May;76(3):F174-8. doi: 10.1136/fn.76.3.f174.","Bourchier D","Arch Dis Child Fetal Neonatal Ed","1997","1997/05/01","PMC1720650","","10.1136/fn.76.3.f174"
"8108186","Effects of low-dose dopamine infusion on cardiovascular and renal functions, cerebral blood flow, and plasma catecholamine levels in sick preterm neonates","Seri I, Rudas G, Bors Z, Kanyicska B, Tulassay T.","Pediatr Res. 1993 Dec;34(6):742-9. doi: 10.1203/00006450-199312000-00009.","Seri I","Pediatr Res","1993","1993/12/01","","","10.1203/00006450-199312000-00009"
"21057354","Rescue treatment with terlipressin in different scenarios of refractory hypotension in newborns and infants","Filippi L, Gozzini E, Daniotti M, Pagliai F, Catarzi S, Fiorini P.","Pediatr Crit Care Med. 2011 Nov;12(6):e237-41. doi: 10.1097/PCC.0b013e3181fe304c.","Filippi L","Pediatr Crit Care Med","2011","2010/11/09","","","10.1097/PCC.0b013e3181fe304c"
"26051972","Vasopressin in arterial hypotension in extremely low birth weight infants","Meyer S, Giannopoulou EZ.","J Pediatr. 2015 Aug;167(2):498-9. doi: 10.1016/j.jpeds.2015.05.024. Epub 2015 Jun 4.","Meyer S","J Pediatr","2015","2015/06/09","","","10.1016/j.jpeds.2015.05.024"
"23904065","Adding hydrocortisone as 1st line of inotropic treatment for hypotension in very low birth weight infants","Hochwald O, Palegra G, Osiovich H.","Indian J Pediatr. 2014 Aug;81(8):808-10. doi: 10.1007/s12098-013-1151-3. Epub 2013 Aug 1.","Hochwald O","Indian J Pediatr","2014","2013/08/02","","","10.1007/s12098-013-1151-3"
"22153859","Coronary artery perfusion and myocardial performance after patent ductus arteriosus ligation","Sehgal A, McNamara PJ.","J Thorac Cardiovasc Surg. 2012 Jun;143(6):1271-8. doi: 10.1016/j.jtcvs.2011.10.035. Epub 2011 Dec 6.","Sehgal A","J Thorac Cardiovasc Surg","2012","2011/12/14","","","10.1016/j.jtcvs.2011.10.035"
"15574619","Hypotensive extremely low birth weight infants have reduced cerebral blood flow","Munro MJ, Walker AM, Barfield CP.","Pediatrics. 2004 Dec;114(6):1591-6. doi: 10.1542/peds.2004-1073.","Munro MJ","Pediatrics","2004","2004/12/03","","","10.1542/peds.2004-1073"
"15918829","Methylthioninium chloride: pharmacology and clinical applications with special emphasis on nitric oxide mediated vasodilatory shock during cardiopulmonary bypass","Faber P, Ronald A, Millar BW.","Anaesthesia. 2005 Jun;60(6):575-87. doi: 10.1111/j.1365-2044.2005.04185.x.","Faber P","Anaesthesia","2005","2005/05/28","","","10.1111/j.1365-2044.2005.04185.x"
"17989698","A comparison of albumin-bolus therapy versus normal saline-bolus therapy for hypotension in neonates","Lynch SK, Mullett MD, Graeber JE, Polak MJ.","J Perinatol. 2008 Jan;28(1):29-33. doi: 10.1038/sj.jp.7211846. Epub 2007 Nov 8.","Lynch SK","J Perinatol","2008","2007/11/09","","","10.1038/sj.jp.7211846"
"14673520","Effects of terlipressin on systemic and regional haemodynamics in catecholamine-treated hyperkinetic septic shock","Morelli A, Rocco M, Conti G, Orecchioni A, De Gaetano A, Cortese G, Coluzzi F, Vernaglione E, Pelaia P, Pietropaoli P.","Intensive Care Med. 2004 Apr;30(4):597-604. doi: 10.1007/s00134-003-2094-3. Epub 2003 Dec 12.","Morelli A","Intensive Care Med","2004","2003/12/16","","","10.1007/s00134-003-2094-3"
"16769471","Milrinone improves oxygenation in neonates with severe persistent pulmonary hypertension of the newborn","McNamara PJ, Laique F, Muang-In S, Whyte HE.","J Crit Care. 2006 Jun;21(2):217-22. doi: 10.1016/j.jcrc.2006.01.001.","McNamara PJ","J Crit Care","2006","2006/06/14","","","10.1016/j.jcrc.2006.01.001"
"17377410","Cardiac troponin T: a useful early marker for cardiac and respiratory dysfunction in neonates","Awada H, Al-Tannir M, Ziade MF, Alameh J, El Rajab M.","Neonatology. 2007;92(2):105-10. doi: 10.1159/000100964. Epub 2007 Mar 21.","Awada H","Neonatology","2007","2007/03/23","","","10.1159/000100964"
"24797719","Population pharmacokinetics of unbound hydrocortisone in critically ill neonates and infants with vasopressor-resistant hypotension","Vezina HE, Ng CM, Vazquez DM, Barks JD, Bhatt-Mehta V.","Pediatr Crit Care Med. 2014 Jul;15(6):546-53. doi: 10.1097/PCC.0000000000000152.","Vezina HE","Pediatr Crit Care Med","2014","2014/05/07","PMC4682874","NIHMS607311","10.1097/PCC.0000000000000152"
"17225160","Arginine-vasopressin in neonates with vasodilatory shock after cardiopulmonary bypass","Lechner E, Hofer A, Mair R, Moosbauer W, Sames-Dolzer E, Tulzer G.","Eur J Pediatr. 2007 Dec;166(12):1221-7. doi: 10.1007/s00431-006-0400-0. Epub 2007 Jan 16.","Lechner E","Eur J Pediatr","2007","2007/01/17","","","10.1007/s00431-006-0400-0"
"3277481","Oral atropine premedication in infants attenuates cardiovascular depression during halothane anesthesia","Miller BR, Friesen RH.","Anesth Analg. 1988 Feb;67(2):180-5.","Miller BR","Anesth Analg","1988","1988/02/01","","",""
"2791595","Response to dopamine and dobutamine in the preterm infant less than 30 weeks gestation","Miall-Allen VM, Whitelaw AG.","Crit Care Med. 1989 Nov;17(11):1166-9. doi: 10.1097/00003246-198911000-00013.","Miall-Allen VM","Crit Care Med","1989","1989/11/01","","","10.1097/00003246-198911000-00013"
"22829250","Near fatal case of amlodipine poisoning in an infant","Nimbalkar SM, Patel DV.","Indian J Pediatr. 2013 Jun;80(6):513-5. doi: 10.1007/s12098-012-0861-2. Epub 2012 Jul 25.","Nimbalkar SM","Indian J Pediatr","2013","2012/07/26","","","10.1007/s12098-012-0861-2"
"9434694","Perioperative effects of alpha-stat versus pH-stat strategies for deep hypothermic cardiopulmonary bypass in infants","du Plessis AJ, Jonas RA, Wypij D, Hickey PR, Riviello J, Wessel DL, Roth SJ, Burrows FA, Walter G, Farrell DM, Walsh AZ, Plumb CA, del Nido P, Burke RP, Castaneda AR, Mayer JE Jr, Newburger JW.","J Thorac Cardiovasc Surg. 1997 Dec;114(6):991-1000; discussion 1000-1. doi: 10.1016/S0022-5223(97)70013-8.","du Plessis AJ","J Thorac Cardiovasc Surg","1997","1998/01/22","","","10.1016/S0022-5223(97)70013-8"
"17624234","The role of terlipressin in pediatric septic shock: a review of the literature and personal experience","Papoff P, Mancuso M, Barbara CS, Moretti C.","Int J Immunopathol Pharmacol. 2007 Apr-Jun;20(2):213-21. doi: 10.1177/039463200702000201.","Papoff P","Int J Immunopathol Pharmacol","2007","2007/07/13","","","10.1177/039463200702000201"
"22094490","Cardiovascular instability after patent ductus arteriosus ligation in preterm infants: the role of hydrocortisone","Satpute MD, Donohue PK, Vricella L, Aucott SW.","J Perinatol. 2012 Sep;32(9):685-9. doi: 10.1038/jp.2011.166. Epub 2011 Nov 17.","Satpute MD","J Perinatol","2012","2011/11/19","","","10.1038/jp.2011.166"
"28062882","Anaphylaxis in Children: Experience of 485 Episodes in 1,272,482 Patient Attendances at a Tertiary Paediatric Emergency Department from 2007 to 2014","Ganapathy S, Lwin Z, Ting DH, Goh LS, Chong SL.","Ann Acad Med Singap. 2016 Dec;45(12):542-548.","Ganapathy S","Ann Acad Med Singap","2016","2017/01/08","","",""
"15110900","Ramipril in the treatment of hypertension and proteinuria in children with chronic kidney diseases","Seeman T, Dusek J, Vondrák K, Flögelová H, Geier P, Janda J.","Am J Hypertens. 2004 May;17(5 Pt 1):415-20. doi: 10.1016/j.amjhyper.2004.01.008.","Seeman T","Am J Hypertens","2004","2004/04/28","","","10.1016/j.amjhyper.2004.01.008"
"20363478","Patent ductus arteriosus ligation is associated with impaired left ventricular systolic performance in premature infants weighing less than 1000 g","McNamara PJ, Stewart L, Shivananda SP, Stephens D, Sehgal A.","J Thorac Cardiovasc Surg. 2010 Jul;140(1):150-7. doi: 10.1016/j.jtcvs.2010.01.011. Epub 2010 Apr 3.","McNamara PJ","J Thorac Cardiovasc Surg","2010","2010/04/06","","","10.1016/j.jtcvs.2010.01.011"
"22085374","Cardiovascular support in preterm infants: a survey of practices in Australia and New Zealand","Sehgal A, Osborn D, McNamara PJ.","J Paediatr Child Health. 2012 Apr;48(4):317-23. doi: 10.1111/j.1440-1754.2011.02246.x. Epub 2011 Nov 16.","Sehgal A","J Paediatr Child Health","2012","2011/11/17","","","10.1111/j.1440-1754.2011.02246.x"
"22313496","Vasopressors for the management of hypotension after spinal anesthesia for elective caesarean section. Systematic review and cumulative meta-analysis","Veeser M, Hofmann T, Roth R, Klöhr S, Rossaint R, Heesen M.","Acta Anaesthesiol Scand. 2012 Aug;56(7):810-6. doi: 10.1111/j.1399-6576.2011.02646.x. Epub 2012 Feb 7.","Veeser M","Acta Anaesthesiol Scand","2012","2012/02/09","","","10.1111/j.1399-6576.2011.02646.x"
